기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.01,캄보디아,"2,108","54,720",426,"20,761","33,959"
2015.01,노르웨이,460,"53,296","1,991","208,543","-155,247"
2015.01,푸에르토리코,144,"51,849",154,"12,590","39,259"
2015.01,파키스탄,"1,469","49,089",730,"24,930","24,159"
2015.01,스웨덴,"1,162","44,855","2,692","216,573","-171,718"
2015.01,시리아,151,"38,956",0,0,"38,956"
2015.01,루마니아,840,"38,619","1,143","44,028","-5,410"
2015.01,스위스,904,"30,998","3,508","199,444","-168,446"
2015.01,아일랜드,389,"29,239","1,028","75,021","-45,782"
2015.01,과테말라,551,"29,200",200,"11,633","17,566"
2015.01,파라과이,157,"28,090",15,709,"27,381"
2015.01,모로코,323,"27,914",224,"9,006","18,908"
2015.01,이디오피아,139,"26,757",119,"1,913","24,844"
2015.01,도미니카 공화국,436,"23,521",123,"7,303","16,218"
2015.01,우루과이,265,"22,470",63,"3,517","18,953"
2015.01,스리랑카,"1,081","21,333",395,"8,011","13,322"
2015.01,핀란드,596,"21,237","1,234","103,562","-82,325"
2015.01,피지,89,"20,804",15,415,"20,389"
2015.01,케냐,296,"20,747",63,"1,805","18,942"
2015.01,가나,624,"20,640",29,"3,546","17,094"
2015.01,리투아니아,279,"20,044",445,"4,504","15,540"
2015.01,뉴 칼레도니아,83,"19,584",6,"3,784","15,800"
2015.01,레바논,266,"19,534",41,"1,736","17,798"
2015.01,우크라이나,634,"19,312",342,"119,032","-99,720"
2015.01,아제르바이잔,151,"17,320",5,44,"17,275"
2015.01,코스타리카,294,"16,726",371,"15,969",757
2015.01,몽골,"1,129","16,709",823,"5,534","11,175"
2015.01,수단,265,"15,298",19,"1,471","13,827"
2015.01,볼리비아,149,"15,137",21,"26,573","-11,436"
2015.01,바레인,243,"15,072",66,"57,796","-42,724"
2015.01,투르크멘,104,"14,693",0,3,"14,690"
2015.01,예맨,"1,398","14,570",35,"141,718","-127,148"
2015.01,조지아,119,"12,639",30,"1,320","11,319"
2015.01,튀니지,169,"12,310",257,"4,737","7,574"
2015.01,브루나이,115,"12,116",25,"63,216","-51,100"
2015.01,엘살바도르,152,"11,425",62,"1,568","9,856"
2015.01,니카라과,263,"11,311",61,"1,673","9,638"
2015.01,코트디봐르,160,"10,630",12,"1,492","9,138"
2015.01,라오스,179,"10,538",31,"2,478","8,060"
2015.01,탄자니아,175,"9,937",24,"2,333","7,604"
2015.01,베네주엘라,134,"9,607",15,697,"8,910"
2015.01,팔레스타인 해방기구,110,"9,430",4,295,"9,134"
2015.01,온두라스,174,"9,274",45,820,"8,454"
2015.01,불가리아,294,"8,716",357,"6,484","2,232"
2015.01,트리니다드 토바고,98,"7,402",18,"39,104","-31,702"
2015.01,라트비아,210,"6,671",141,"4,401","2,270"
2015.01,세네갈,113,"6,513",74,"3,246","3,267"
2015.01,크로아티아,108,"6,180",79,541,"5,638"
2015.01,괌,302,"5,803",16,138,"5,665"
2015.01,지부티,61,"5,674",0,0,"5,674"
2015.01,마이크로네시아,29,"5,483",2,31,"5,452"
2015.01,에스토니아,163,"5,277",128,"8,771","-3,495"
2015.01,모잠비크,66,"4,921",3,13,"4,907"
2015.01,키르기스스탄,284,"4,720",10,330,"4,390"
2015.01,마카오,133,"3,837",42,375,"3,462"
2015.01,사이프러스,92,"3,583",11,321,"3,262"
2015.01,아이티,82,"3,347",17,620,"2,727"
2015.01,아프카니스탄,165,"3,222",10,2,"3,220"
2015.01,아루바,43,"3,080",3,"3,716",-636
2015.01,베라루스,67,"3,026",27,"4,569","-1,544"
2015.01,기니,40,"2,884",62,"3,223",-339
2015.01,사모아,20,"2,803",2,28,"2,775"
2015.01,콩고,43,"2,738",49,"6,117","-3,379"
2015.01,세르비아,95,"2,727",39,"9,713","-6,986"
2015.01,짐바브웨,48,"2,713",12,"2,664",49
2015.01,마다카스카르,63,"2,656",41,"14,055","-11,399"
2015.01,루안다,30,"2,649",5,112,"2,537"
2015.01,쿠바,47,"2,644",10,953,"1,691"
2015.01,카메룬,49,"2,546",8,426,"2,121"
2015.01,베닝,57,"2,449",3,305,"2,145"
2015.01,모리셔스,114,"2,411",25,362,"2,049"
2015.01,기타국,33,"2,342",341,"4,280","-1,938"
2015.01,토고,77,"2,313",10,"7,549","-5,235"
2015.01,콩고민주공화국,31,"2,240",26,"16,540","-14,300"
2015.01,네덜란드 열도,35,"2,191",5,77,"2,113"
2015.01,부르키나 파소,13,"2,151",3,236,"1,915"
2015.01,세이쉘,53,"2,117",5,177,"1,939"
2015.01,아이슬란드,30,"1,905",97,"2,760",-855
2015.01,잠비아,40,"1,828",18,"31,678","-29,850"
2015.01,말라위,20,"1,802",7,"5,443","-3,641"
2015.01,수리남,37,"1,747",4,250,"1,497"
2015.01,바베이도스,27,"1,718",0,0,"1,718"
2015.01,알바니아,27,"1,570",46,175,"1,394"
2015.01,타지크,211,"1,517",3,"3,958","-2,442"
2015.01,나미비아,14,"1,478",5,"5,001","-3,523"
2015.01,불령 리유니온 코모도 제도,32,"1,468",0,0,"1,468"
2015.01,네팔,116,"1,431",43,86,"1,345"
2015.01,북마리아나 군도,137,"1,291",1,2,"1,289"
2015.01,마세도니아,14,"1,178",8,83,"1,094"
2015.01,룩셈부르그,82,"1,158",138,"2,604","-1,446"
2015.01,에리트리아,4,"1,137",1,"13,834","-12,697"
2015.01,가이아나,31,"1,108",6,167,941
2015.01,자마이카,45,"1,040",13,"1,086",-46
2015.01,우간다,33,"1,010",9,82,927
2015.01,말리,16,"1,006",0,2,"1,004"
2015.01,세인트 키츠 네비스,8,966,3,2,964
2015.01,불령 폴리네시아,43,959,0,0,959
2015.01,몰도바,28,939,34,"1,157",-218
2015.01,아메리칸 사모아,18,866,1,672,194
2015.01,영령 버진군도,3,748,0,0,748
2015.01,시에라 리온,15,725,24,"1,405",-679
2015.01,티모르,14,721,2,92,630
2015.01,마티니크,16,688,3,0,688
2015.01,가봉,22,630,6,"10,426","-9,796"
2015.01,리히텐슈타인,14,555,37,777,-222
2015.01,보츠와나,13,500,1,10,490
2015.01,바누아투,37,492,11,"1,425",-933
2015.01,영령 캐이맨 군도,10,447,0,0,447
2015.01,벨리제,9,428,2,1,426
2015.01,키리바티,52,414,3,301,114
2015.01,아르메니아,25,400,10,292,108
2015.01,소말리아,4,377,4,256,121
2015.01,도미니카,14,327,0,0,327
2015.01,모리타니,14,323,15,"2,336","-2,013"
2015.01,국제통화기금,5,322,0,0,322
2015.01,솔로몬 군도,14,307,3,603,-296
2015.01,세인트 빈센트 그레나딘,5,286,0,0,286
2015.01,세인트 루시아,7,265,1,2,263
2015.01,팔라우,22,226,1,1,225
2015.01,보스니아-헤르체고비나,6,216,37,792,-576
2015.01,몰디브,33,196,3,2,193
2015.01,부탄,18,188,5,2,186
2015.01,감비아,7,187,1,31,155
2015.01,스와질랜드,16,178,16,226,-48
2015.01,과델로프,8,178,0,0,178
2015.01,안티가 바부다,3,159,0,0,159
2015.01,투르크 & 카이코스 군도,2,155,0,0,155
2015.01,지브랄타,28,114,0,0,114
2015.01,챠드,6,109,1,0,109
2015.01,니제르,2,94,1,19,75
2015.01,불령 가이아나,6,89,2,121,-32
2015.01,몬테네그로,4,82,1,1,81
2015.01,안도라,1,76,1,4,72
2015.01,그레나다,2,73,0,0,73
2015.01,통가,2,64,1,6,57
2015.01,카보 베르데,3,56,0,0,56
2015.01,쿡 아일랜드,1,31,1,0,31
2015.01,레소토,1,31,0,0,31
2015.01,중앙아프리카공화국,2,26,0,0,26
2015.01,남수단,3,16,0,0,16
2015.01,앙귈라,2,12,1,0,12
2015.01,세인트 헬레나,1,8,0,0,8
2015.01,부룬디,1,7,1,14,-7
2015.01,남조지아 & 남샌드위치 군도,2,6,0,31,-25
2015.01,포클랜드 군도,1,2,2,250,-249
2015.01,미령 버진군도,3,1,4,7,-6
2015.01,파로에 군도,1,1,0,0,1
2015.01,토켈라우,0,0,3,153,-153
2015.01,마이너 아우틀링 합중국 군도,0,0,1,0,0
2015.01,몬트세라트,0,0,1,0,0
2015.01,나우르,0,0,0,0,0
2015.01,니우에,0,0,1,4,-4
2015.01,산마리노,0,0,0,0,0
2015.01,그린랜드,0,0,10,184,-184
2015.01,적도 기니,1,0,3,"133,659","-133,658"
2015.01,기네비소,0,0,3,161,-161
2015.01,코모로스,0,0,1,0,0
2015.01,세인트 바르탤르미,0,0,0,2,-2
2015.01,코스 군도,0,0,2,2,-2
2015.01,크리스마스 아일랜드,0,0,0,0,0
2015.02,중국,"85,316","9,829,026","209,100","6,980,874","2,848,152"
2015.02,미국,"60,945","5,114,068","428,678","2,998,216","2,115,852"
2015.02,노르웨이,380,"2,196,704","1,812","219,140","1,977,565"
2015.02,일본,"48,071","2,008,736","83,320","3,837,614","-1,828,878"
2015.02,베트남,"30,282","2,000,424","14,802","634,667","1,365,757"
2015.02,홍콩,"24,003","1,808,333","10,030","145,086","1,663,247"
2015.02,싱가포르,"13,857","1,752,436","8,271","643,937","1,108,499"
2015.02,인도,"13,964","952,195","6,211","321,323","630,872"
2015.02,대만,"14,580","941,325","19,533","1,279,351","-338,027"
2015.02,멕시코,"9,711","809,792","4,129","123,717","686,075"
2015.02,마샬군도,34,"702,180",8,21,"702,160"
2015.02,호주,"7,430","670,481","16,202","1,451,232","-780,752"
2015.02,사우디아라비아,"3,205","662,107",467,"1,658,847","-996,740"
2015.02,필리핀,"8,696","656,942","6,219","277,795","379,147"
2015.02,인도네시아,"12,124","622,684","6,407","785,701","-163,017"
2015.02,브라질,"8,859","619,021","1,255","263,427","355,594"
2015.02,태국,"12,498","528,165","8,605","366,289","161,876"
2015.02,버뮤다,14,"520,680",0,0,"520,680"
2015.02,아랍에미리트 연합,"6,251","485,276",548,"733,851","-248,575"
2015.02,터키,"4,580","463,183","1,379","53,907","409,276"
2015.02,말레이시아,"9,636","448,841","9,898","664,775","-215,934"
2015.02,독일,"10,525","400,836","103,932","1,623,086","-1,222,250"
2015.02,이란,"1,993","360,322",117,"214,530","145,792"
2015.02,영국,"6,115","356,184","20,677","385,874","-29,691"
2015.02,캐나다,"5,212","352,609","5,780","274,496","78,113"
2015.02,러시아 연방,"5,192","344,889","1,436","1,004,892","-660,003"
2015.02,이탈리아,"4,248","278,768","19,488","406,680","-127,913"
2015.02,슬로바키아,"2,624","265,393",591,"14,336","251,057"
2015.02,네덜란드,"5,898","258,549","3,529","428,667","-170,118"
2015.02,베네주엘라,113,"255,442",11,44,"255,399"
2015.02,폴란드,"5,122","233,425","1,131","57,909","175,516"
2015.02,이집트,"2,464","191,982",121,"2,724","189,258"
2015.02,스페인,"3,103","163,730","3,581","105,039","58,691"
2015.02,프랑스,"3,902","158,398","11,303","379,049","-220,651"
2015.02,벨기에,"1,489","156,942","1,898","91,591","65,351"
2015.02,칠레,"1,512","120,549","1,478","390,839","-270,290"
2015.02,이라크,582,"120,197",15,"375,553","-255,356"
2015.02,우즈베크,934,"114,932",48,"1,290","113,642"
2015.02,뉴질랜드,"1,491","113,440","13,370","94,149","19,291"
2015.02,헝가리,"1,423","113,032","1,149","37,348","75,684"
2015.02,체코공화국,"1,594","112,791","1,396","36,584","76,207"
2015.02,슬로베니아,508,"105,965",214,"7,337","98,629"
2015.02,콜롬비아,"1,208","95,791",297,"19,636","76,155"
2015.02,쿠웨이트,670,"92,392",79,"791,716","-699,324"
2015.02,남아프리카공화국,"1,870","91,855",390,"125,843","-33,988"
2015.02,알제리,332,"88,580",11,"65,273","23,306"
2015.02,이스라엘,"1,813","87,521","1,379","74,718","12,803"
2015.02,요르단,"1,420","86,240",59,"6,315","79,925"
2015.02,페루,"1,075","85,750",433,"82,435","3,315"
2015.02,포루투갈,656,"79,443","1,757","15,505","63,938"
2015.02,방글라데시,"2,082","77,094",601,"34,314","42,780"
2015.02,미얀마,967,"76,395",513,"40,304","36,091"
2015.02,오스트리아,"2,215","73,605","2,243","89,891","-16,285"
2015.02,맨섬,1,"70,500",2,0,"70,500"
2015.02,아르헨티나,807,"69,290",279,"64,315","4,975"
2015.02,파키스탄,"1,456","67,523",586,"19,249","48,274"
2015.02,덴마크,829,"65,366","2,171","96,112","-30,746"
2015.02,아일랜드,365,"59,654",860,"53,435","6,219"
2015.02,카타르,496,"57,676",121,"1,306,008","-1,248,332"
2015.02,나이지리아,674,"53,881",91,"93,792","-39,911"
2015.02,스웨덴,"1,226","52,641","2,564","97,854","-45,213"
2015.02,토고,85,"52,552",16,"2,025","50,527"
2015.02,에쿠아도르,546,"51,049",80,"5,552","45,497"
2015.02,오만,392,"47,386",72,"360,254","-312,868"
2015.02,캄보디아,"1,784","46,141",415,"19,953","26,188"
2015.02,예맨,646,"41,400",19,"42,346",-946
2015.02,카자흐스탄,717,"35,755",41,"12,283","23,472"
2015.02,리비아,"1,744","35,353",8,495,"34,858"
2015.02,세네갈,97,"34,688",40,"1,891","32,796"
2015.02,루마니아,803,"33,082","1,057","45,304","-12,222"
2015.02,라이베리아,29,"32,333",7,67,"32,265"
2015.02,스위스,801,"30,621","3,628","189,802","-159,181"
2015.02,케냐,329,"23,394",44,"2,056","21,339"
2015.02,파나마,677,"22,932",68,"2,887","20,045"
2015.02,리투아니아,270,"21,938",316,"3,775","18,163"
2015.02,스리랑카,957,"21,124",274,"5,157","15,967"
2015.02,우크라이나,584,"20,993",295,"73,708","-52,714"
2015.02,과테말라,492,"20,052",223,"17,473","2,579"
2015.02,아제르바이잔,137,"18,271",1,0,"18,271"
2015.02,모로코,287,"17,960",214,"16,435","1,524"
2015.02,수단,243,"17,758",15,"1,509","16,249"
2015.02,핀란드,540,"17,425","1,097","103,296","-85,872"
2015.02,가나,619,"17,400",23,"3,010","14,390"
2015.02,앙골라,161,"15,885",15,"1,121","14,763"
2015.02,레바논,283,"15,007",41,"2,294","12,713"
2015.02,바레인,246,"14,565",50,"36,644","-22,078"
2015.02,도미니카 공화국,322,"14,526",116,"6,689","7,837"
2015.02,코스타리카,229,"14,367",368,"13,685",682
2015.02,푸에르토리코,110,"14,275",149,"15,488","-1,213"
2015.02,시리아,137,"13,949",5,57,"13,891"
2015.02,몽골,947,"13,570","1,301","3,604","9,967"
2015.02,우루과이,203,"13,314",70,"8,247","5,067"
2015.02,그리스,665,"13,256",211,"36,434","-23,178"
2015.02,튀니지,169,"12,693",265,"4,337","8,357"
2015.02,뉴 칼레도니아,92,"12,527",9,"10,708","1,819"
2015.02,투르크멘,84,"11,965",0,2,"11,962"
2015.02,엘살바도르,135,"11,680",30,768,"10,912"
2015.02,라오스,153,"11,593",26,"1,593","9,999"
2015.02,트리니다드 토바고,103,"11,009",11,387,"10,622"
2015.02,탄자니아,177,"10,906",32,"23,532","-12,626"
2015.02,파라과이,159,"10,734",14,"1,160","9,574"
2015.02,파푸아 뉴기니,91,"10,129",19,"31,418","-21,289"
2015.02,이디오피아,102,"8,814",94,"1,222","7,592"
2015.02,코트디봐르,161,"8,709",15,"1,145","7,564"
2015.02,크로아티아,122,"8,628",65,713,"7,915"
2015.02,조지아,111,"8,523",18,755,"7,769"
2015.02,온두라스,138,"8,000",70,"5,276","2,723"
2015.02,불가리아,287,"7,279",313,"4,579","2,700"
2015.02,볼리비아,101,"6,684",32,"26,689","-20,005"
2015.02,니카라과,179,"6,585",45,963,"5,623"
2015.02,팔레스타인 해방기구,84,"6,289",0,0,"6,289"
2015.02,라트비아,175,"6,235",132,"3,402","2,833"
2015.02,키르기스스탄,346,"5,752",1,119,"5,634"
2015.02,세르비아,98,"5,493",43,"10,404","-4,911"
2015.02,모잠비크,72,"5,215",5,322,"4,894"
2015.02,마이크로네시아,36,"5,193",2,37,"5,156"
2015.02,아프카니스탄,137,"5,056",3,1,"5,055"
2015.02,피지,53,"4,696",15,364,"4,332"
2015.02,에스토니아,171,"4,600",144,"7,657","-3,057"
2015.02,브루나이,101,"3,999",27,"118,750","-114,751"
2015.02,괌,278,"3,985",11,195,"3,791"
2015.02,모리셔스,123,"3,925",19,356,"3,569"
2015.02,부르키나 파소,23,"3,575",6,401,"3,173"
2015.02,불령 폴리네시아,27,"3,418",1,0,"3,418"
2015.02,베닝,57,"3,347",0,2,"3,345"
2015.02,지부티,40,"3,054",0,0,"3,054"
2015.02,마카오,117,"2,886",28,637,"2,250"
2015.02,몰타,215,"2,648",187,"6,464","-3,816"
2015.02,마다카스카르,87,"2,640",25,"2,795",-155
2015.02,콩고,45,"2,583",42,"3,685","-1,102"
2015.02,사모아,13,"2,482",2,86,"2,396"
2015.02,카메룬,44,"2,388",11,105,"2,283"
2015.02,기니,33,"2,371",55,"2,336",35
2015.02,세이쉘,41,"2,283",6,263,"2,020"
2015.02,베라루스,67,"2,224",32,"4,806","-2,582"
2015.02,짐바브웨,45,"2,077",7,220,"1,857"
2015.02,아이슬란드,34,"2,066",70,"2,376",-309
2015.02,쿠바,48,"1,894",3,81,"1,813"
2015.02,잠비아,56,"1,874",15,"19,598","-17,724"
2015.02,아이티,67,"1,803",24,163,"1,640"
2015.02,가이아나,27,"1,753",2,62,"1,691"
2015.02,아루바,19,"1,553",0,0,"1,553"
2015.02,타지크,138,"1,489",1,1,"1,487"
2015.02,불령 리유니온 코모도 제도,40,"1,458",2,0,"1,458"
2015.02,네팔,100,"1,388",32,119,"1,268"
2015.02,사이프러스,91,"1,360",21,903,457
2015.02,콩고민주공화국,37,"1,342",27,"20,026","-18,685"
2015.02,네덜란드 열도,42,"1,282",1,46,"1,236"
2015.02,룩셈부르그,63,"1,210",127,"3,469","-2,259"
2015.02,바하마,22,"1,179",3,0,"1,179"
2015.02,보스니아-헤르체고비나,24,990,29,698,291
2015.02,말리,13,973,0,0,973
2015.02,말라위,24,943,7,"7,641","-6,698"
2015.02,가봉,25,918,5,"41,777","-40,859"
2015.02,자마이카,35,865,8,168,697
2015.02,기타국,19,842,356,"6,171","-5,330"
2015.02,모리타니,10,779,19,"2,275","-1,496"
2015.02,북마리아나 군도,79,770,0,0,770
2015.02,아르메니아,36,683,26,80,602
2015.02,몰도바,15,661,37,"1,450",-790
2015.02,영령 캐이맨 군도,10,588,0,0,588
2015.02,스와질랜드,17,534,12,84,450
2015.02,티모르,16,510,1,0,510
2015.02,도미니카,20,509,0,0,509
2015.02,안티가 바부다,5,495,1,2,494
2015.02,몰디브,45,493,1,4,489
2015.02,키리바티,59,479,1,0,479
2015.02,수리남,23,455,1,77,378
2015.02,시에라 리온,10,428,12,586,-158
2015.02,에리트리아,2,428,0,0,428
2015.02,리히텐슈타인,18,411,31,"3,903","-3,492"
2015.02,알바니아,25,397,44,129,268
2015.02,우간다,32,386,17,"2,494","-2,108"
2015.02,보츠와나,12,371,2,30,341
2015.02,아메리칸 사모아,8,344,3,128,216
2015.02,바베이도스,13,337,1,9,328
2015.02,마티니크,10,333,0,0,333
2015.02,나미비아,11,304,6,"1,152",-848
2015.02,루안다,22,294,4,31,263
2015.02,세인트 키츠 네비스,7,268,0,0,268
2015.02,벨리제,7,247,3,36,212
2015.02,바누아투,26,244,7,221,23
2015.02,메요트,2,240,0,0,240
2015.02,부탄,9,234,1,0,234
2015.02,챠드,6,230,1,0,230
2015.02,세인트 루시아,5,217,0,0,217
2015.02,팔라우,14,181,0,0,181
2015.02,소말리아,4,180,23,189,-9
2015.02,지브랄타,19,161,0,0,161
2015.02,솔로몬 군도,9,159,4,"1,315","-1,156"
2015.02,과델로프,5,156,0,0,156
2015.02,니제르,5,140,0,0,140
2015.02,마세도니아,13,127,7,70,57
2015.02,남수단,1,95,0,0,95
2015.02,국제통화기금,3,73,0,0,73
2015.02,그레나다,4,71,0,0,71
2015.02,감비아,3,67,0,0,67
2015.02,적도 기니,4,63,3,"118,936","-118,873"
2015.02,세인트 빈센트 그레나딘,4,61,0,0,61
2015.02,안도라,2,36,5,34,1
2015.02,나우르,2,36,1,11,25
2015.02,기네비소,2,35,1,25,10
2015.02,모나코,4,28,11,474,-446
2015.02,큐라소,4,21,0,0,21
2015.02,불령 가이아나,5,17,2,42,-25
2015.02,포클랜드 군도,1,6,0,0,6
2015.02,카보 베르데,3,6,0,0,6
2015.02,산마리노,1,5,0,0,5
2015.02,앙귈라,1,5,0,0,5
2015.02,남조지아 & 남샌드위치 군도,1,3,0,0,3
2015.02,통가,1,2,1,6,-4
2015.02,몬테네그로,2,2,2,2,0
2015.02,부룬디,1,2,3,57,-56
2015.02,중앙아프리카공화국,1,1,0,0,1
2015.02,레소토,1,1,0,1,0
2015.02,세인트 헬레나,2,1,2,4,-2
2015.02,코스 군도,0,0,2,1,-1
2015.02,쿡 아일랜드,0,0,1,7,-7
2015.02,니우에,0,0,1,3,-3
2015.02,코모로스,0,0,1,10,-10
2015.02,크리스마스 아일랜드,0,0,0,0,0
2015.02,미령 버진군도,0,0,4,5,-5
2015.02,영령 버진군도,0,0,1,3,-3
2015.02,몬트세라트,0,0,1,36,-36
2015.02,세인트 마틴,2,0,0,0,0
2015.02,토켈라우,0,0,2,18,-18
2015.02,그린랜드,0,0,14,376,-376
2015.03,중국,"116,437","11,827,898","234,321","7,226,911","4,600,988"
2015.03,미국,"77,170","6,909,759","491,428","4,055,574","2,854,185"
2015.03,베트남,"42,328","2,465,931","17,081","701,426","1,764,504"
2015.03,홍콩,"32,639","2,412,084","12,134","125,163","2,286,921"
2015.03,일본,"61,237","2,179,036","98,373","4,383,839","-2,204,803"
2015.03,호주,"9,914","1,902,338","16,318","1,308,349","593,989"
2015.03,싱가포르,"17,569","1,360,231","10,220","810,565","549,667"
2015.03,인도,"18,151","1,115,561","7,835","329,535","786,026"
2015.03,대만,"18,864","1,101,965","23,005","1,462,014","-360,049"
2015.03,멕시코,"12,194","896,978","5,318","307,411","589,568"
2015.03,사우디아라비아,"4,377","852,910",527,"1,538,678","-685,768"
2015.03,마샬군도,41,"849,553",6,8,"849,545"
2015.03,필리핀,"10,447","775,516","7,655","266,528","508,987"
2015.03,인도네시아,"16,664","757,711","8,069","772,822","-15,111"
2015.03,브라질,"10,178","693,770","1,739","385,683","308,087"
2015.03,태국,"15,148","625,770","10,363","464,402","161,368"
2015.03,말레이시아,"12,088","605,434","11,701","925,992","-320,559"
2015.03,아랍에미리트 연합,"7,651","559,540",657,"726,115","-166,575"
2015.03,터키,"5,358","525,684","1,884","57,351","468,332"
2015.03,독일,"13,112","521,461","127,391","1,871,302","-1,349,841"
2015.03,캐나다,"6,849","483,109","7,282","333,706","149,403"
2015.03,노르웨이,504,"472,045","2,389","269,694","202,350"
2015.03,영국,"7,469","416,736","25,319","486,669","-69,933"
2015.03,이란,"2,182","413,088",126,"239,489","173,598"
2015.03,러시아 연방,"5,669","365,299","1,543","881,558","-516,259"
2015.03,네덜란드,"6,986","353,606","4,147","361,787","-8,181"
2015.03,슬로바키아,"3,178","339,059",749,"21,012","318,047"
2015.03,이탈리아,"5,301","285,971","25,676","546,271","-260,300"
2015.03,폴란드,"5,620","217,143","1,545","64,406","152,736"
2015.03,프랑스,"5,048","197,851","14,243","594,970","-397,119"
2015.03,스페인,"3,649","191,863","5,913","180,970","10,893"
2015.03,칠레,"2,063","181,087","2,306","453,861","-272,774"
2015.03,파나마,841,"172,164",99,"13,496","158,668"
2015.03,이집트,"3,771","171,607",136,"33,033","138,573"
2015.03,벨기에,"1,916","163,223","2,716","130,522","32,701"
2015.03,체코공화국,"1,901","154,289","1,796","43,066","111,222"
2015.03,맨섬,2,"143,118",2,0,"143,118"
2015.03,우즈베크,"1,112","129,618",46,846,"128,772"
2015.03,이라크,820,"129,216",21,"674,121","-544,905"
2015.03,뉴질랜드,"1,891","128,224","15,457","118,909","9,315"
2015.03,슬로베니아,677,"127,451",270,"7,739","119,712"
2015.03,앙골라,211,"126,330",14,"1,268","125,062"
2015.03,카타르,652,"126,321",172,"1,716,585","-1,590,264"
2015.03,콜롬비아,"1,610","124,518",433,"19,331","105,187"
2015.03,방글라데시,"2,945","124,257",720,"28,846","95,411"
2015.03,알제리,394,"123,149",14,"137,644","-14,495"
2015.03,남아프리카공화국,"2,294","117,409",536,"77,628","39,781"
2015.03,헝가리,"1,770","116,188","1,582","51,846","64,341"
2015.03,페루,"1,243","105,359",404,"67,635","37,724"
2015.03,이스라엘,"2,138","104,195","1,618","83,535","20,660"
2015.03,아르헨티나,930,"92,212",331,"55,589","36,623"
2015.03,오스트리아,"2,640","88,907","2,973","99,744","-10,837"
2015.03,오만,506,"87,799",75,"320,411","-232,611"
2015.03,예맨,872,"80,953",31,"112,741","-31,789"
2015.03,캄보디아,"2,841","73,080",477,"21,760","51,320"
2015.03,쿠웨이트,804,"69,702",83,"813,578","-743,876"
2015.03,요르단,"1,778","69,124",65,"5,278","63,846"
2015.03,나이지리아,833,"69,056",92,"62,337","6,719"
2015.03,파키스탄,"1,954","68,768",712,"21,429","47,339"
2015.03,미얀마,"1,122","63,808",657,"43,619","20,189"
2015.03,에쿠아도르,729,"63,158",106,"63,364",-206
2015.03,루마니아,"1,002","61,162","1,277","58,238","2,924"
2015.03,토고,80,"55,206",33,"2,674","52,532"
2015.03,라이베리아,21,"53,020",9,74,"52,946"
2015.03,스웨덴,"1,380","50,847","3,211","122,433","-71,586"
2015.03,카자흐스탄,805,"45,945",38,"6,881","39,064"
2015.03,크로아티아,149,"41,228",78,566,"40,662"
2015.03,핀란드,703,"38,205","1,410","117,875","-79,670"
2015.03,마카오,125,"37,882",44,178,"37,704"
2015.03,리비아,"2,003","34,150",11,714,"33,436"
2015.03,그리스,916,"34,010",268,"2,604","31,406"
2015.03,모로코,387,"33,767",327,"9,957","23,809"
2015.03,스위스,"1,017","32,110","4,614","232,300","-200,190"
2015.03,피지,97,"31,080",19,361,"30,719"
2015.03,파라과이,194,"28,092",13,245,"27,847"
2015.03,포루투갈,760,"26,380","2,337","16,565","9,815"
2015.03,과테말라,683,"26,215",264,"41,945","-15,730"
2015.03,덴마크,944,"25,169","2,801","89,501","-64,332"
2015.03,몽골,"1,314","24,650","1,684","3,552","21,098"
2015.03,우루과이,261,"23,746",81,"9,035","14,712"
2015.03,도미니카 공화국,464,"22,920",151,"8,420","14,500"
2015.03,아일랜드,371,"21,564","1,078","96,509","-74,944"
2015.03,가나,678,"21,463",38,"4,099","17,364"
2015.03,스리랑카,"1,223","21,399",451,"8,236","13,162"
2015.03,코스타리카,363,"20,993",434,"12,705","8,288"
2015.03,푸에르토리코,179,"20,972",188,"19,185","1,787"
2015.03,레바논,325,"20,856",36,"2,361","18,496"
2015.03,케냐,368,"19,964",62,"2,395","17,569"
2015.03,바레인,310,"18,556",64,"28,572","-10,016"
2015.03,리투아니아,299,"18,496",411,"20,662","-2,165"
2015.03,뉴 칼레도니아,99,"16,869",5,"7,311","9,558"
2015.03,수단,281,"16,222",16,"1,491","14,731"
2015.03,우크라이나,552,"16,084",243,"69,512","-53,428"
2015.03,탄자니아,218,"15,941",20,"4,199","11,742"
2015.03,라오스,229,"15,398",41,"3,162","12,236"
2015.03,볼리비아,139,"13,837",15,"29,686","-15,850"
2015.03,아제르바이잔,112,"13,345",0,3,"13,342"
2015.03,엘살바도르,181,"13,343",67,"1,370","11,973"
2015.03,튀니지,182,"12,614",347,"13,195",-581
2015.03,투르크멘,108,"11,150",0,5,"11,145"
2015.03,시리아,154,"11,064",0,0,"11,064"
2015.03,코트디봐르,187,"10,906",16,"2,120","8,786"
2015.03,니카라과,290,"10,695",37,921,"9,773"
2015.03,팔레스타인 해방기구,77,"10,095",0,0,"10,095"
2015.03,이디오피아,111,"9,761",155,"4,977","4,783"
2015.03,지부티,81,"9,339",0,0,"9,339"
2015.03,브루나이,121,"9,331",24,"36,578","-27,247"
2015.03,라트비아,210,"9,318",156,"4,796","4,522"
2015.03,키르기스스탄,655,"9,239",5,137,"9,101"
2015.03,온두라스,196,"8,710",102,"15,518","-6,808"
